card_id,set_id,set_code,set_rarity,set_rarity_code
60921537,a044f1d51eeaaab32a0ab95712836f19,EN029,Rare,(R)
60930169,f1cd8cc2b7ab1e0373903c954a0045be,EN069,Super Rare,(SR)
60942444,1718bfa940bf4a8b1a68db61a3c3fa09,EN014,Rare,(R)
60942444,bb49627c5be3da6f8993300fb5249a76,EN085,Ultra Rare,(UR)
60942444,f7d6892d21b826142f78883be7d31cff,EN108,Common,(C)
60944809,697bc31656d1ae9ed3e9d11d9fc5a928,EN035,Secret Rare,(ScR)
60944809,a958f842061f0c256334ebf7813f3cb5,EN112,Common,(C)
60946968,057bbb1a0e320cf490345e0918075fb4,EN044,Common,(C)
60948488,bb49627c5be3da6f8993300fb5249a76,EN045,Ultra Rare,(UR)
60950180,22e43c6247690300afe191ade90adab0,EN016,Common,(C)
60950180,3bbff0e4b3edb9f6363fb5af6bde2021,EN014,Common,(C)
60950180,e9bdcd10bdbbf1f92b271e3c3f041d39,EN019,Common,(C)
60953118,761a6f4c81e2e236659f49577db80ec2,EN014,Rare,(R)
60953118,b8449f6dd6d43e0fc7758e96c006185b,EN151,Common,(C)
60953118,b8449f6dd6d43e0fc7758e96c006185b,EN151,Starfoil Rare,(SFR)
60953118,d79f7adf463deace3a707e7147c404f6,PT028,Common,(C)
60953949,2984551a0ea16439e1b2784b49abbe92,EN011,Common,(C)
60953949,8007a1c8006a18a8c38330a599bcf123,EN032,Common,(C)
60954556,119fcb4e75a7f02d5b29a2b23b851462,EN043,Common,(C)
60954556,ebc400e21e238014d979aaf26917d906,EN013,Common,(C)
60967717,4476b03a17dccd2e8abf2909008d37c4,EN096,Common,(C)
60990740,439a908515f9385a6ede0932948a6ec5,EN048,Rare,(R)
60990740,7e90d26732c350c6ef2a23541e1c39c3,EN024,Common,(C)
60990740,ca15fef067d241a83dd8016ef0600f91,EN016,Common,(C)
60990740,df3bb7b5b104c5db82ad1409c647c43d,EN020,Common,(C)
60990740,efb8f2450d9faf607df5caa1b4d3abcf,EN002,Gold Secret Rare,(GScR)
60992105,b10b4352c55dc9fbb5d188ea621ac5c5,EN017,Gold Secret Rare,(GScR)
60992364,0264aae428d1bc453108991315fba7a9,EN047,Rare,(R)
60992364,11f376749f8e6a1595fc008a21e2f562,EN047,Ultimate Rare,(UtR)
60992364,11f376749f8e6a1595fc008a21e2f562,EN047,Ultra Rare,(UR)
60999392,6b2bc8afd8c5a257e96e168ecddb4535,EN006,Common,(C)
60999392,7c6e77a5a83de29d749226ae0eb952f2,EN168,Secret Rare,(ScR)
60999392,faacaf0f5cd23efd80111509d5d8749d,EN010,Common,(C)
61011311,7c291aeddb69fc1e37dd23eb1aac3a42,EN055,Common,(C)
61011438,06d4ff0cc2404485875a69ae6f9a139d,EN021,Common,(C)
61011438,a044f1d51eeaaab32a0ab95712836f19,EN124,Common,(C)
61019812,11f376749f8e6a1595fc008a21e2f562,EN044,Short Print,(SP)
61027400,0ae37fc5dd293c7ab5dd50776e70587e,EN128,Common,(C)
61027400,ee19a7b461378aeba25fd1cd47b5f1af,EN012,Common,(C)
61032879,464efca069fa5dbc7e02097dd23f7b1e,EN022,Common,(C)
61044390,005adeb3ee84ff7785b85e28469ab1f7,EN036,Common,(C)
61044390,b0f2c36a83e4cfc6e05d4a3571a93fce,036,Common,(C)
61044390,b0f2c36a83e4cfc6e05d4a3571a93fce,EN036,Common,(C)
61049315,089e09d57dbd9a68383667eeb3ed84d1,EN099,Common,(C)
61049315,089e09d57dbd9a68383667eeb3ed84d1,EN099,Duel Terminal Normal Parallel Rare,(DNPR)
61049315,4e30336ae55065a38d6b52c8a8ff0112,EN041,Super Rare,(SR)
61049315,b7883e689e96ab505c94660a6e6afd43,EN071,Duel Terminal Rare Parallel Rare,(DRPR)
61052897,9fbc2ae81027208001000dfd2a7d701e,EN012,Ultra Rare,(UR)
61068510,057bbb1a0e320cf490345e0918075fb4,EN038,Common,(C)
61070601,1207a8b2f774090ec294ce41782874bc,EN061,Quarter Century Secret Rare,
61070601,1207a8b2f774090ec294ce41782874bc,EN061,Ultra Rare,(UR)
61089209,4476b03a17dccd2e8abf2909008d37c4,EN088,Super Rare,(SR)
61103515,c6406398b1caf5641982075a3224429e,EN025,Ultra Rare,(UR)
61127349,05f96b08baef7c4e041e8473885598fc,EN019,Common,(C)
61127349,424cd414aa7c40f77530cf69f4102635,EN141,Common,(C)
61127349,424cd414aa7c40f77530cf69f4102635,EN141,Mosaic Rare,(MSR)
61127349,58b33262e9494dd3e3a060907990b1bc,EN024,Common,(C)
61127349,5c47e88732f386f382d2e2dae097a44f,EN141,Rare,(R)
61127349,9a10b12dc9c4bdc3d9af76cb0499d8f8,086,Rare,(R)
61127349,b8449f6dd6d43e0fc7758e96c006185b,EN075,Common,(C)
61127349,b8449f6dd6d43e0fc7758e96c006185b,EN075,Starfoil Rare,(SFR)
61127349,ea07a957ab3d336738895f9a03d805a0,EN027,Common,(C)
61127349,f5babc8a93c3b1c7f360c0c0ba41b9f2,EN026,Common,(C)
61132951,4170e54a48da1a816e4958e1ff7f6d71,EN054,Common,(C)
61132951,7c2c3a4e72dcda348ff2564980fce2a9,EN009,Common,(C)
61132951,cf43e4a39d3322c2dc11e587c6366209,EN054,Common,(C)
61156777,2984551a0ea16439e1b2784b49abbe92,EN017,Common,(C)
61156777,ef45e8598d36df9cc3a8ae03904f10d0,EN048,Super Rare,(SR)
61159609,62025dbc0b5315078c3e9c35333e7f85,EN009,Super Rare,(SR)
61160289,0c1f77bc8a8535dbcc203a71332eee52,EN008,Collector's Rare,(CR)
61160289,0c1f77bc8a8535dbcc203a71332eee52,EN008,Ultra Rare,(UR)
61166988,005adeb3ee84ff7785b85e28469ab1f7,EN033,Rare,(R)
61166988,327d59d3112082748441132b4cce3a5f,EN054,Common,(C)
61166988,712f57be1e33d19d64131faaedb72667,EN017,Common,(C)
61166988,b0f2c36a83e4cfc6e05d4a3571a93fce,033,Super Rare,(SR)
61166988,b0f2c36a83e4cfc6e05d4a3571a93fce,EN033,Super Rare,(SR)
61166988,ecb2d155c8d3bbf89e264d66fc95a5e7,EN026,Common,(C)
61173621,22e43c6247690300afe191ade90adab0,EN013,Common,(C)
61173621,3bbff0e4b3edb9f6363fb5af6bde2021,EN012,Common,(C)
61173621,58881a6bb521c7c962374788330f3023,EN078,Ultra Rare,(UR)
61173621,c298ec426e621c56055f9eabc7c3a0ef,EN019,Super Rare,(SR)
61175706,761a6f4c81e2e236659f49577db80ec2,EN011,Common,(C)
61181383,0d205c15b2faee540c30c0053f6095d6,EN041,Common,(C)
61181383,506f3b6d6b69648933ac22ed31aa737b,EN221,Common,(C)
61190918,3bbff0e4b3edb9f6363fb5af6bde2021,EN205,Rare,(R)
61190918,51eeba1e5fd0972879c04cd0bc04ad7b,EN065,Common,(C)
61190918,a1c14cc8da23f716d0e8e532bfb6c455,EN038,Rare,(R)
61190918,a8828a1a90a4ae25412134ac4020c4d9,ENB07,Common,(C)
61204971,078b8439b3245263c5cca7eb1094eafa,EN004,Secret Rare,(ScR)
61204971,0d205c15b2faee540c30c0053f6095d6,EN036,Ultimate Rare,(UtR)
61204971,0d205c15b2faee540c30c0053f6095d6,EN036,Ultra Rare,(UR)
61204971,3a23b93b1b44af0f98aea0607001a12e,EN001,Normal Parallel Rare,
61204971,506f3b6d6b69648933ac22ed31aa737b,EN216,Ultra Rare,(UR)
61204971,a3d60a924aaac2198910dd569b21264f,EN046,Common,(C)
61204971,ac2756963289980cc1db9f633729f9e5,EN011,Rare,(R)
61204971,cec6ad7519290b9ebe5e8233e2c0f3a4,ENA22,Common,(C)
61231400,11f376749f8e6a1595fc008a21e2f562,EN041,Common,(C)
61231400,424cd414aa7c40f77530cf69f4102635,EN122,Mosaic Rare,(MSR)
61231400,424cd414aa7c40f77530cf69f4102635,EN122,Rare,(R)
61245403,c6406398b1caf5641982075a3224429e,EN042,Ultra Rare,(UR)
61245672,a5cea1e77acd3ef56295a1f13c175de9,EN048,Super Rare,(SR)
61245672,a5cea1e77acd3ef56295a1f13c175de9,EN048,Ultra Rare,(UR)
61245672,bb49627c5be3da6f8993300fb5249a76,EN005,Ultra Rare,(UR)
61248471,aafac532f51c496501952937c21bfa8c,EN033,Secret Rare,(ScR)
61254509,7c2c3a4e72dcda348ff2564980fce2a9,EN006,Common,(C)
61257789,1fcb6aaf20fda245a25ee06d79909283,EN015,Common,(C)
61257789,d90cdc21f6905b80de6a05b0360c6656,EN001,Super Rare,(SR)
61257789,dd32095294fefb95344aa949553d42c3,PT015,Common,(C)
61258740,96b30f7b59ec2e0fb430c0ce1354f00f,EN009,Ultra Rare,(UR)
61264008,ea5a029166ac43eb0a6709cd0ed21d1b,EN070,Common,(C)
61269611,0ae37fc5dd293c7ab5dd50776e70587e,EN182,Common,(C)
61269611,ee19a7b461378aeba25fd1cd47b5f1af,EN094,Super Rare,(SR)
61272280,62025dbc0b5315078c3e9c35333e7f85,EN006,Super Rare,(SR)
61283655,b2da2930396a210c404f3a4e02ab7784,EN037,Ultra Rare,(UR)
61283655,d3b3bf82306f521336836b7a68385fc8,EN020,Common,(C)
61283655,d3b3bf82306f521336836b7a68385fc8,EN020,Starfoil,
61283655,d3b3bf82306f521336836b7a68385fc8,EN020,Starfoil Rare,(SFR)
61283655,ead941910d54f03db9be48bc41a94357,EN008,Ultra Rare,(UR)
61292243,0f9b72aaa5f16958bafed45b15ef3bf6,EN010,Super Rare,(SR)
61292243,1207a8b2f774090ec294ce41782874bc,EN058,Common,(C)
61292243,4962ce2eefdcb976ce42041217783326,EN081,Rare,(R)
61307542,9df7fe0fb64973a123428222f7a766f1,EN099,Super Rare,(SR)
61307542,c6f3e50089b17275c8462f40263e585d,EN126,Super Rare,(SR)
61314842,7c2c3a4e72dcda348ff2564980fce2a9,EN055,Rare,(R)
61318483,7224e82da41ec50ae719fcc99fec38b6,EN202,Common,(C)
61318483,87061e9044e7d0528e8b60c21adb0874,EN111,Common,(C)
61318483,87061e9044e7d0528e8b60c21adb0874,EN111,Shatterfoil Rare,(SHR)
61318483,b6f041800be67321cb6dbf9620c64e56,ENDE2,Ultra Rare,(UR)
61318483,b9c1c3bad438154359e94871d13d8b39,EN003,Super Rare,(SR)
61318483,d1d91028d9f2df773282a0d154ab9fd5,EN021,Common,(C)
61320914,a958f842061f0c256334ebf7813f3cb5,EN080,Common,(C)
61320914,bb49627c5be3da6f8993300fb5249a76,EN055,Ultra Rare,(UR)
61320914,bd77395aac64ed95f5555f319a7aba9a,EN005,Ultra Rare,(UR)
61322713,c6406398b1caf5641982075a3224429e,EN037,Secret Rare,(ScR)
61344030,1b09c08690f57fd9b7f713fa2badd00b,EN014,Ultra Rare,(UR)
61344030,5d0ab56d0e9df0ad8025957b1624b856,EN041,Rare,(R)
61370518,5c47e88732f386f382d2e2dae097a44f,EN235,Ultra Rare,(UR)
61370518,610fa05ae2b971af95aa19408657ad7b,ENE01,Common,(C)
61370518,610fa05ae2b971af95aa19408657ad7b,ENE01,Secret Rare,(ScR)
61370518,9ded067771dd7a4044333496beb490fd,073,Ultra Rare,(UR)
61370518,9ded067771dd7a4044333496beb490fd,EN073,Ultra Rare,(UR)
61370518,b8449f6dd6d43e0fc7758e96c006185b,EN006,Rare,(R)
61370518,b8449f6dd6d43e0fc7758e96c006185b,EN006,Starfoil Rare,(SFR)
61374414,ba4208f8e9ca013bd08d04fec037af05,EN004,Super Rare,(SR)
61380658,0479c94d8b411cbeeb36d2e60f31e871,EN027,Common,(C)
61391302,aa94791c35f5fabfb8529a2fccb43138,EN011,Ultra Rare,(UR)
61397885,ebc400e21e238014d979aaf26917d906,EN073,Common,(C)
61398234,e42b9c3f699480bb5c2d729d15cfe5b6,EN005,Super Rare,(SR)
61399402,aae6f5dd2c50bb70e5375f0d02dcc31e,EN044,Super Rare,(SR)
61399402,cb403c1c3e075dbf7db5a1635a299677,EN016,Common,(C)
61405855,0399322c7300bb734d49f391575d643b,EN003,Prismatic Secret Rare,(PScR)
61405855,4658654134b8129c82f60b72e060d388,EN015,Super Rare,(SR)
61405855,74bedc78de2db0de62a39934a0f392cd,EN024,Common,(C)
61411502,506f3b6d6b69648933ac22ed31aa737b,EN179,Common,(C)
61411502,92a1030ed32f1b24fa1345f6db193241,EN059,Common,(C)
61420130,5571c332a81f5200c5f0d31f86ecc409,EN008,Super Rare,(SR)
61420130,9df7fe0fb64973a123428222f7a766f1,EN096,Common,(C)
61420130,c6f3e50089b17275c8462f40263e585d,EN123,Common,(C)
61441708,29b84a69b4ed47f6c0796ebcf036b662,EN009,Duel Terminal Rare Parallel Rare,(DRPR)
61441708,506f3b6d6b69648933ac22ed31aa737b,EN125,Ultra Rare,(UR)
61441708,7670cbb815516e5e73a351f96930994d,ENSE3,Secret Rare,(ScR)
61441708,7c6e77a5a83de29d749226ae0eb952f2,EN259,Super Rare,(SR)
61441708,92a1030ed32f1b24fa1345f6db193241,EN005,Ultimate Rare,(UtR)
61441708,92a1030ed32f1b24fa1345f6db193241,EN005,Ultra Rare,(UR)
61441708,af60b9a053bbd08b01d27886a167a818,EN012,Super Rare,(SR)
61441708,b720717a4c88e63a5d561f2cc18689d1,EN017,Common,(C)
61441708,b9c1c3bad438154359e94871d13d8b39,EN013,Super Rare,(SR)
61441708,ecb2d155c8d3bbf89e264d66fc95a5e7,EN004,Common,(C)
61454890,b709319ce6d76aaa534ac636eef4d383,EN020,Common,(C)
61459246,a3a23e9aef9f574d8509e2996e848cdf,EN091,Rare,(R)
61465001,135e2ace389bafa490adfcd15a833a0d,EN022,Common,(C)
61465001,93d6a60352d6427b42c3604c61cf1dd6,ENE06,Common,(C)
61466310,00e329416fdfe2945d3449ec817d2819,EN026,Common,(C)
61466310,36fba37f7f69570e005ac86f86f6bf8a,EN067,Ultra Rare,(UR)
61466310,7224e82da41ec50ae719fcc99fec38b6,EN173,Ultra Rare,(UR)
61468779,13b7f20a136d9768c897af30e2a3bf5b,ENSE1,Super Rare,(SR)
61468779,278c22fd91c8375f5f21a3ace166ef30,EN038,Secret Rare,(ScR)
61470213,1207a8b2f774090ec294ce41782874bc,EN047,Quarter Century Secret Rare,
61470213,1207a8b2f774090ec294ce41782874bc,EN047,Ultra Rare,(UR)
61472381,aafac532f51c496501952937c21bfa8c,EN014,Secret Rare,(ScR)
61488417,922a57e0590bdc3fc53d64d9b3fe76c7,EN032,Ultra Rare,(UR)
61488417,ebcf2adcd9679d0dcc72352f53d09dc6,EN087,Ultra Rare,(UR)
61496006,ba4208f8e9ca013bd08d04fec037af05,EN001,Ultra Rare,(UR)
61505339,506f3b6d6b69648933ac22ed31aa737b,EN065,Ultra Rare,(UR)
61505339,7670cbb815516e5e73a351f96930994d,ENSE2,Secret Rare,(ScR)
61505339,7c6e77a5a83de29d749226ae0eb952f2,EN257,Common,(C)
61505339,8a855211e1f7cd0dcdb133b3b1f118c3,EN005,Ultimate Rare,(UtR)
61505339,8a855211e1f7cd0dcdb133b3b1f118c3,EN005,Ultra Rare,(UR)
61505339,ea07a957ab3d336738895f9a03d805a0,EN014,Common,(C)
61525276,51eeba1e5fd0972879c04cd0bc04ad7b,EN118,Ultra Rare,(UR)
61525276,cb403c1c3e075dbf7db5a1635a299677,EN098,Common,(C)
61525276,f71702880c59e2c6256f9fd2ab00cdf6,EN002,Common,(C)
61528025,0c74b9f9bffac3c9f054cd9bd4fdf9ab,078,Super Rare,(SR)
61528025,0c74b9f9bffac3c9f054cd9bd4fdf9ab,E078,Super Rare,(SR)
61528025,264ab25093b50bb322bdff24076a8645,078,Super Rare,(SR)
61528025,264ab25093b50bb322bdff24076a8645,EN078,Super Rare,(SR)
61528025,327d59d3112082748441132b4cce3a5f,EN171,Common,(C)
61528025,7c6e77a5a83de29d749226ae0eb952f2,EN231,Common,(C)
61528025,b79d33fa1cb25ad31a52ba31540bd980,EN044,Common,(C)
61529473,535e6f53c73168be08bc6027642ceb1c,EN013,Super Rare,(SR)
61529473,b2da2930396a210c404f3a4e02ab7784,EN023,Common,(C)
61529473,ebc400e21e238014d979aaf26917d906,EN070,Common,(C)
61538782,424cd414aa7c40f77530cf69f4102635,EN055,Mosaic Rare,(MSR)
61538782,424cd414aa7c40f77530cf69f4102635,EN055,Rare,(R)
61538782,93d6a60352d6427b42c3604c61cf1dd6,ENB11,Common,(C)
61538782,deb3b36fda4262b1185a39ded89f1da5,EN014,Common,(C)
61557074,81f88961be95a117c2cbd29b83b7e696,EN060,Ultra Rare,(UR)
61583217,a02521cf6f0f372c586257c56f45b170,EN022,Common,(C)
61583217,e4aa6e136588139b52b7e9cf66ad1ac0,EN021,Common,(C)
61587183,49089d468efc28d7fe77a27adc970b2d,EN010,Common,(C)
61587183,5c47e88732f386f382d2e2dae097a44f,EN188,Common,(C)
61587183,610fa05ae2b971af95aa19408657ad7b,ENI01,Common,(C)
61587183,9ded067771dd7a4044333496beb490fd,026,Common,(C)
61587183,9ded067771dd7a4044333496beb490fd,EN026,Common,(C)
61592395,7c2c3a4e72dcda348ff2564980fce2a9,EN058,Rare,(R)
61592395,e74f58f0510a72895c01c7bcc447a6f3,EN011,Super Rare,(SR)
61606250,0ae37fc5dd293c7ab5dd50776e70587e,EN030,Common,(C)
61606250,5a20816edc54692fbf4f15eeecef19ea,EN052,Common,(C)
61613388,b0606792e1cb727d75e9e61821ffece4,EN089,Rare,(R)
61622107,31e4c44e64a36366a45bd876f58ecf87,090,Common,(C)
61622107,31e4c44e64a36366a45bd876f58ecf87,EN090,Common,(C)
61622107,701e2e044393bfbc4f7cb10dd6d6390b,EN199,Common,(C)
61623148,005eba16ef83bd8139478a7055c438c0,EN252,Common,(C)
61623148,47c711dd929549af8f8079167dfc6814,EN062,Short Print,(SP)
61632317,f1cd8cc2b7ab1e0373903c954a0045be,EN009,Super Rare,(SR)
61639289,f10dffa4416a0f1c70f21e1f1d338cdb,EN027,Super Rare,(SR)
61641818,4476b03a17dccd2e8abf2909008d37c4,EN098,Super Rare,(SR)
61641818,cb403c1c3e075dbf7db5a1635a299677,EN222,Rare,(R)
61650133,8a08763269a34ce6ba948a21a9bb5ed1,EN026,Common,(C)
61650133,c26a8f93f8d9788c6c05dc7e23cf2973,EN061,Short Print,(SP)
61654098,697bc31656d1ae9ed3e9d11d9fc5a928,EN098,Ultra Rare,(UR)
61654098,b2da2930396a210c404f3a4e02ab7784,EN073,Rare,(R)
61654098,ead941910d54f03db9be48bc41a94357,EN057,Rare,(R)
61656650,15474f2ae366e519a0bf86282989e13e,EN024,Common,(C)
61656650,f1cd8cc2b7ab1e0373903c954a0045be,EN066,Common,(C)
61665245,0e9a44609cb288651146fb49109bdc2b,EN084,Ultra Rare,(UR)
61665245,37dbbb715cf88879abad26dc98958804,ENSE2,Super Rare,(SR)
61668670,58881a6bb521c7c962374788330f3023,EN042,Ultra Rare,(UR)
61677004,ebc400e21e238014d979aaf26917d906,EN010,Common,(C)
61679541,1283191769e7792b25b074809d43a841,EN054,Common,(C)
61679541,36fba37f7f69570e005ac86f86f6bf8a,EN007,Common,(C)
61679541,7224e82da41ec50ae719fcc99fec38b6,EN131,Common,(C)
61681816,06d4ff0cc2404485875a69ae6f9a139d,EN035,Common,(C)
61681816,a044f1d51eeaaab32a0ab95712836f19,EN131,Common,(C)
61692648,22707513e1903b33f9574972d7a35995,EN036,Super Rare,(SR)
61692648,aba80c81872540d639ec3aa3cfb77c7d,EN038,Common,(C)
61705417,6eba62842a4a2383961d7f49f358eee3,008,Super Rare,(SR)
61705417,6eba62842a4a2383961d7f49f358eee3,E008,Super Rare,(SR)
61705417,6eba62842a4a2383961d7f49f358eee3,EN008,Super Rare,(SR)
61705417,b79d33fa1cb25ad31a52ba31540bd980,EN072,Common,(C)
61728808,0ae37fc5dd293c7ab5dd50776e70587e,EN027,Rare,(R)
61728808,5a20816edc54692fbf4f15eeecef19ea,EN049,Common,(C)
61737116,33cf5be2be5e05273a8af9e7053118b5,EN001,Super Rare,(SR)
61737116,4f36a98f48b8ba92cdc99876703daabf,EN028,Common,(C)
61737116,c570582574a239f2ee1d6861c73e674d,EN021,Common,(C)
61740673,6eba62842a4a2383961d7f49f358eee3,104,Secret Rare,(ScR)
61740673,6eba62842a4a2383961d7f49f358eee3,E104,Secret Rare,(ScR)
61740673,6eba62842a4a2383961d7f49f358eee3,EN104,Secret Rare,(ScR)
61740673,7c6e77a5a83de29d749226ae0eb952f2,EN178,Secret Rare,(ScR)
61740673,96b30f7b59ec2e0fb430c0ce1354f00f,EN049,Ultra Rare,(UR)
61740673,b79d33fa1cb25ad31a52ba31540bd980,EN086,Ultra Rare,(UR)
61740673,d8dbcb95a166d1c12d3ad2c7f27713f2,EN040,Common,(C)
61740673,d9664ecfdd5e5da052a3bab282dd85d8,EN023,Common,(C)
61740673,e0287a9b16d64cecab1a8bccbabb0d2c,PT023,Common,(C)
61757117,e33e67044e1bae69ae876cf013cfdb5b,EN039,Ultimate Rare,(UtR)
61757117,e33e67044e1bae69ae876cf013cfdb5b,EN039,Ultra Rare,(UR)
61764082,1718bfa940bf4a8b1a68db61a3c3fa09,EN007,Common,(C)
61764082,f7d6892d21b826142f78883be7d31cff,EN105,Common,(C)
61775475,9fbc2ae81027208001000dfd2a7d701e,EN009,Secret Rare,(ScR)
61777313,7c0ee7fabbf9093b04eb661478db5561,EN187,Ultra Rare,(UR)
61777313,c314e5654fde80c022c80e160001c02b,ENB11,Common,(C)
61777313,e6ca71181a5ec8f4905c1293c16738d4,EN081,Secret Rare,(ScR)
61791132,36fba37f7f69570e005ac86f86f6bf8a,EN004,Common,(C)
61791132,7224e82da41ec50ae719fcc99fec38b6,EN128,Common,(C)
61802346,39c026341eede69f80493444a970db4d,EN017,Common,(C)
61802346,424cd414aa7c40f77530cf69f4102635,EN075,Common,(C)
61802346,424cd414aa7c40f77530cf69f4102635,EN075,Mosaic Rare,(MSR)
61802346,4cb2cbce30f38e1afd9af10ce4838f1c,EN001,Super Rare,(SR)
61802346,74c1e2a9c8b12f91a2754a2db657debc,EN101,Rare,(R)
61802346,87061e9044e7d0528e8b60c21adb0874,EN031,Rare,(R)
61802346,87061e9044e7d0528e8b60c21adb0874,EN031,Shatterfoil Rare,(SHR)
61802346,b8449f6dd6d43e0fc7758e96c006185b,EN147,Common,(C)
61802346,b8449f6dd6d43e0fc7758e96c006185b,EN147,Starfoil Rare,(SFR)
61802346,cd5cf6590fbb344744eb7ad7cb2a783e,EN010,Duel Terminal Normal Parallel Rare,(DNPR)
61807040,3d0e7c673619d3e6894843ba6759630a,EN019,Common,(C)
61807040,3d0e7c673619d3e6894843ba6759630a,EN019,Starfoil Rare,(SFR)
61807040,6be8c2a4292c11acd5f7c207507704f9,EN099,Super Rare,(SR)
61818176,d34642d654058d0cdefc4c4b4b0032bd,EN074,Common,(C)
61831093,701e2e044393bfbc4f7cb10dd6d6390b,EN103,Common,(C)
61831093,7662365d0dd36d1aebf7e8f3be03ebb8,EN002,Super Rare,(SR)
61831093,a00a63e0f7cb537cee6fd1a918837b7d,EN059,Duel Terminal Normal Parallel Rare,(DNPR)
61831093,b8449f6dd6d43e0fc7758e96c006185b,EN056,Common,(C)
61831093,b8449f6dd6d43e0fc7758e96c006185b,EN056,Starfoil Rare,(SFR)
61831093,e51ff6ff96ea66dffab8252daf8b9f95,EN014,Common,(C)
61840587,761a6f4c81e2e236659f49577db80ec2,EN074,Common,(C)
61844784,0831cfd10b456ff995f15cabfeb1ec1f,EN031,Common,(C)
61844784,31e4c44e64a36366a45bd876f58ecf87,087,Rare,(R)
61844784,31e4c44e64a36366a45bd876f58ecf87,EN087,Rare,(R)
61844784,701e2e044393bfbc4f7cb10dd6d6390b,EN196,Common,(C)
61845881,ea5a029166ac43eb0a6709cd0ed21d1b,EN081,Common,(C)
61850482,604434d7bc0ccd00fbf45065ed0da041,EN039,Common,(C)
61850482,e748b854ba70343861902208384941cd,EN099,Common,(C)
61850482,eb2bd307211b77650d375957c150172d,EN019,Rare,(R)
61854111,252db9553776f8e6b60e5a84f15e8e43,ENB13,Common,(C)
61854111,8d1bb889266b35581fb2812b9d5f4013,040,Short Print,(SP)
61854111,8d1bb889266b35581fb2812b9d5f4013,E031,Short Print,(SP)
61854111,8d1bb889266b35581fb2812b9d5f4013,EN040,Short Print,(SP)
61864793,c26a8f93f8d9788c6c05dc7e23cf2973,EN001,Common,(C)
61884774,1718bfa940bf4a8b1a68db61a3c3fa09,EN092,Common,(C)
61888819,d34642d654058d0cdefc4c4b4b0032bd,EN093,Rare,(R)
61901281,2ed70f31b2e82f37592e7aa92e7c436f,EN017,Common,(C)
61901281,36fba37f7f69570e005ac86f86f6bf8a,EN096,Common,(C)
61901281,468ef2a7f53539fd26bccf9140f8725e,EN023,Common,(C)
61901281,7224e82da41ec50ae719fcc99fec38b6,EN185,Common,(C)
61901281,86b5124a175209037d24e31fbab70e44,EN006,Super Rare,(SR)
61901281,9abce9ef0212d134c70a05c322b2dd94,EN133,Rare,(R)
61901281,bd77395aac64ed95f5555f319a7aba9a,EN077,Ultra Rare,(UR)
61901281,c35e257ddef8623f5a1b59ab585646c0,EN013,Common,(C)
61912252,c8929edd02c284cf6b171d0103c427de,EN005,Secret Rare,(ScR)
61912252,f7d6892d21b826142f78883be7d31cff,EN210,Super Rare,(SR)
61936647,c314e5654fde80c022c80e160001c02b,ENC22,Common,(C)
61936647,e9bdcd10bdbbf1f92b271e3c3f041d39,EN010,Rare,(R)
61948106,b0606792e1cb727d75e9e61821ffece4,EN056,Rare,(R)
61950680,c67dde397462bc8fd39202d742a53bb9,EN063,Common,(C)
61962135,74d268a12a33e082dcee71b249e4402b,EN030,Common,(C)
61962135,761a6f4c81e2e236659f49577db80ec2,EN071,Rare,(R)
61962135,fae53d94a4fa5fcd42f253fc700549fb,EN017,Rare,(R)
61965407,22e43c6247690300afe191ade90adab0,EN073,Rare,(R)
61968753,a3d60a924aaac2198910dd569b21264f,EN080,Rare,(R)
61968753,ac2756963289980cc1db9f633729f9e5,EN019,Common,(C)
61968753,bbb9b6b2190bc28c1d50136fc990cfd0,EN046,Rare,(R)
61968753,bbb9b6b2190bc28c1d50136fc990cfd0,EN046,Ultimate Rare,(UtR)
61968753,e748b854ba70343861902208384941cd,EN046,Common,(C)
61976639,62025dbc0b5315078c3e9c35333e7f85,EN020,Super Rare,(SR)
61980241,c67dde397462bc8fd39202d742a53bb9,EN014,Quarter Century Secret Rare,
61980241,c67dde397462bc8fd39202d742a53bb9,EN014,Secret Rare,(ScR)
62000467,4f01ece8166b338919a6203eb5dca93e,EN099,Rare,(R)
62000467,cb6ba8c143c17ecfa39d6d2fd18d70fb,EN150,Common,(C)
62002838,c67dde397462bc8fd39202d742a53bb9,EN011,Common,(C)
62007535,29b84a69b4ed47f6c0796ebcf036b662,EN031,Duel Terminal Super Parallel Rare,(DSPR)
62007535,fa24f5d2ba180cf4a0f10b4a9164ed49,EN016,Secret Rare,(ScR)
62015408,0ae37fc5dd293c7ab5dd50776e70587e,EN256,Super Rare,(SR)
62015408,48659eb849e8b4025ee34be85e570ba2,EN079,Ultra Rare,(UR)
62015408,aa94791c35f5fabfb8529a2fccb43138,EN076,Ultra Rare,(UR)
62015408,afc0357a27795050e29f7a8be8270da1,EN002,Ultra Rare,(UR)
62015408,b3c2e796543ba88d7aca52cda11c06c4,EN040,Secret Rare,(ScR)
62015408,b9c1c3bad438154359e94871d13d8b39,EN022,Ultra Rare,(UR)
62015408,c6f3e50089b17275c8462f40263e585d,EN022,Secret Rare,(ScR)
62015408,de1bf6a6a076ce9410961bacd8cfb625,EN010,Premium Gold Rare,(PG)
62015408,f18c5c5e2fcee60b31d46fb4273ab002,EN001,Ultimate Rare,(UtR)
62017867,22e43c6247690300afe191ade90adab0,EN007,Common,(C)
